product_id,user_id,full_price,discount_percentage,discount_price,price_after_discount
B075TJHWVC,AEPRC35M4Z7QIXQHVEKTQFXGRF5A,2299.0,0.6,1382.0,917.0
B075TJHWVC,AFUZEMCPQIOHL22WG2RGLYM2K5RA,2299.0,0.6,1382.0,917.0
B075TJHWVC,AFNCOFWA5EFVOLGS76TME4OZIVVA,2299.0,0.6,1382.0,917.0
B075TJHWVC,AHBJBV6WJVE3MCI2KEVCYKVO5QDA,2299.0,0.6,1382.0,917.0
B09LV13JFB,AERUC72DWRPOM2EHX3YBTBPKYV7A,999.0,0.6,600.0,399.0
B09LV13JFB,AHMH6RNLYI2G65HY7POX4SHBVD3Q,999.0,0.6,600.0,399.0
B09LV13JFB,AEHIVP567T6DNMLNZKGOVUENP5YA,999.0,0.6,600.0,399.0
B09LV13JFB,AGEE4II4FA6IYCAZ47PLZD7XRPSQ,999.0,0.6,600.0,399.0
B09LV13JFB,AFE5HMMFE5Z3EJZYWVIOHHTHDTPA,999.0,0.6,600.0,399.0
B092BL5DCX,AHDIDVECFGA6OQRNUBPUO6366UGQ,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AFSII6HTAHTHGXERUNDOISNWZUNQ,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AF64ON4HPPVD43H6PK3CHPTTYSSQ,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AELNBR4H6235Y7NVYNCGNABDIDFQ,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AF35OXRSRJ335IGMNW5FYCJDLHOA,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AE3CFONNMANNC5QPYIAXV67EUYUQ,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AHCWRQHRUAVMTMUH5NYNB3P4NWEA,69900.0,0.34,23901.0,45999.0
B092BL5DCX,AGKZVBLHK472MSGAAUABFRZL7SYQ,69900.0,0.34,23901.0,45999.0
B09VH568H7,AG5P7BKN4M3JH7HW64UV4Y2QZGHA,299.0,0.6,180.0,119.0
B09VH568H7,AHDAOL3TEKGCQABAYFZPBP2ZYFFA,299.0,0.6,180.0,119.0
B09VH568H7,AESBDPT5NJJQVWGWS3PL6R2QOCMA,299.0,0.6,180.0,119.0
B09VH568H7,AHNB5VMFI3KABWXMDVQWOSYUTGFA,299.0,0.6,180.0,119.0
B09VH568H7,AHSRABDEXI6YGGABA5VV6JPKXISA,299.0,0.6,180.0,119.0
B09VH568H7,AHLR63PRHYHZRWZST4RFYKDX7HBA,299.0,0.6,180.0,119.0
B09VH568H7,AGPOF37T2T45CVYABSTSCPILMNZA,299.0,0.6,180.0,119.0
B09VH568H7,AFLXEGOLHUOVKYQTGGKQHW7ROJKQ,299.0,0.6,180.0,119.0
B09HQSV46W,AHEVOQADJSSRX7DS325HSFLMP7VQ,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AELX4DI77ZHURZTDLYFU7XMP7R6Q,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AE2ODWBBOBD2SITDDIEJ644OSRFQ,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,29999.0,0.27,8000.0,21999.0
B09HQSV46W,AGGRC2P6M43GDEWCAHGYAILCSKTQ,29999.0,0.27,8000.0,21999.0
B08TZD7FQN,AGYH5QJAFM2JTPYPHRVG23I23RZQ,599.0,0.5,300.0,299.0
B08TZD7FQN,AHPHDXV7KUK5GISJLFK33FD7NULQ,599.0,0.5,300.0,299.0
B08TZD7FQN,AEETUTB5Z5Y6IVW4JTMU3MXWSGWQ,599.0,0.5,300.0,299.0
B08TZD7FQN,AGCBAXARAYJVHBJU33KDND5FOVFA,599.0,0.5,300.0,299.0
B08TZD7FQN,AHNXGGCOI6LKO2LN6FMM6FCZSHEQ,599.0,0.5,300.0,299.0
B08TZD7FQN,AGGRPJDBEJ3LJVAGGZBCMB2FP3AA,599.0,0.5,300.0,299.0
B08TZD7FQN,AFS5JAP2HQ2QBKREEO3BP6BJ2QHA,599.0,0.5,300.0,299.0
B08TZD7FQN,AHXH52XW3RFMDWRXJ5ET2BI4XQVA,599.0,0.5,300.0,299.0
B0B21XL94T,AHFLHYGGLNAPDY7RTZ4NA4OFL22Q,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AGXV2Y3T7XYMFK2FO267NVT45SAA,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AH3JOYTPESFXSHHS4NH7Q3IUV7XA,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AGDGRZRK4YI6KTKSMMU5CLNPQG5Q,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AHS3SCERDRS52VXFXJPAQ4CGKGBQ,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AEYK3URMJKPW7BVYYOM62ZM7VGCQ,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AESHMIQQSCBU4R44OBSD2UGIZEUQ,34990.0,0.37,13000.0,21990.0
B0B21XL94T,AFUVXBNSNS67SWSMSPANIXHTHI6A,34990.0,0.37,13000.0,21990.0
B09PTT8DZF,AHVAHTQWBVQ564OYZLFO3ABDUUMQ,670.0,0.38,252.56,417.44
B09PTT8DZF,AEL2DJG4RDMKBB4U7T7FB2D4QL6A,670.0,0.38,252.56,417.44
B09PTT8DZF,AEZLG2GOZ4US63MFG3TTGRIOWQVQ,670.0,0.38,252.56,417.44
B09PTT8DZF,AH5FQ2OMFSPNFEWKR7XRHAQXYDNA,670.0,0.38,252.56,417.44
B09PTT8DZF,AHCWB47L2VDCBKURUGKDLNC3BLAA,670.0,0.38,252.56,417.44
B09PTT8DZF,AHSLVN2FXVPUVWTY5Y2GW5STS5ZA,670.0,0.38,252.56,417.44
B09PTT8DZF,AEU3NDBYUVLPYDRFVCIY6IPVUA7A,670.0,0.38,252.56,417.44
B09PTT8DZF,AFH4EKSLJGS4ZDREEEO5PLDGDWUA,670.0,0.38,252.56,417.44
B0B94JPY2N,AE7CFHY23VAJT2FI4NZKKP6GS2UQ,999.0,0.8,800.0,199.0
B0B3XXSB1K,AFCWL3MX7BP2ZUDD37MEAENZDQ2A,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AGGFXDLCFZMTLJJDR3ZFKEOXCFLQ,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AHEBPCKZFBKQMB6FXQLRP72OG4ZQ,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AF2V6W7LKARBMZQLFL44AY6KYOCA,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AGGGM5HE2PLQKZV33JOD6K2TYPQQ,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AG5VQTV5OVY2Q42ZQPWXTRU2PSLQ,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AFZ5KWM4MSPU25YIO2CYGGSNYV6Q,79990.0,0.4,32000.0,47990.0
B0B3XXSB1K,AE6THY5M7QTHCQRZ6PIUENS3NY4A,79990.0,0.4,32000.0,47990.0
B08RZ12GKR,AHSXEBRVZO6MAYZRN6O6ZGT6TQIQ,499.0,0.57,284.0,215.0
B08RZ12GKR,AE3WP33376SA5IZT4Z5P25RW5SNA,499.0,0.57,284.0,215.0
B08RZ12GKR,AEP577REOPX5HAMEECZZKMOYZ3OQ,499.0,0.57,284.0,215.0
B08RZ12GKR,AHXFU2NP5EL5BNCYY3V2BOWDYX4Q,499.0,0.57,284.0,215.0
B08RZ12GKR,AEPLVXU6CECEGNG6EUUSHMERYNRA,499.0,0.57,284.0,215.0
B08RZ12GKR,AEQ7NM325SUT6YB62ZG376GF7O7Q,499.0,0.57,284.0,215.0
B08RZ12GKR,AEBV2AUCTSN3QJO4LJVJ66HVYSTQ,499.0,0.57,284.0,215.0
B08RZ12GKR,AHCLG7MIFKVJJEAVPYJPW2OPWWEQ,499.0,0.57,284.0,215.0
B0B4T8RSJ1,AF477BP57JM7Z4JD4PYB2K33R6AQ,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AGTDD34Y77OB36JNYQWQDN7MHECQ,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AHCYM2ECKI2MNOIDHDG4PT6IIN6A,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AECZ4IP3TBM4EUG52BZAOQV3EKIA,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AH6RQDXZYKAUPNBOYC4NAZERTFOQ,800.0,0.88,701.0,99.0
B0B4T8RSJ1,AFTVETL4HGH4KRUF4NXGJUEDPBAQ,800.0,0.88,701.0,99.0
B0B7B9V9QP,AHQCV7O3JOMFFMD7EGIZ2NGSU6JQ,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AGTB6FEDSOBJNAVZSDSY73YUVTXQ,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AFHULRP4IR7O4FQKWKI266O7VZQQ,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AFKYLJ2CLPR7FIWD2MBXNIER7R3A,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AFJRW562LETJUBBZYVI6VZA35WPQ,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AEEMPL2VIRNJTYATMFPHFSHI4IOA,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AGKQQC7ST26N5VFAHMURX3R2RAJA,35000.0,0.46,16001.0,18999.0
B0B7B9V9QP,AFICI6GI5DCTRS6JVCYRPATIPXSQ,35000.0,0.46,16001.0,18999.0
B08XXVXP3J,AEOHCZKNWRXT3H4Q66WMEMB672IA,999.0,0.75,750.0,249.0
B08XXVXP3J,AGUSIMQLSTJXNHNX4OT5KEJZO2NQ,999.0,0.75,750.0,249.0
B08XXVXP3J,AFLVRNJ3FWTYVR2QR7LMMAXOR2VQ,999.0,0.75,750.0,249.0
B08XXVXP3J,AGYNRF4LKWIYRL2EOCVDINQ62RAQ,999.0,0.75,750.0,249.0
B08XXVXP3J,AHUGZ3YEQ27J3KSESPRFRAKNF3LA,999.0,0.75,750.0,249.0
B08XXVXP3J,AGBP6M4EOJSBHZTYTH2T4BKNJ7MQ,999.0,0.75,750.0,249.0
B08XXVXP3J,AECZ7LYEACIXJTSOCFWLHVZLJPEA,999.0,0.75,750.0,249.0
B08XXVXP3J,AHOHKZ6CPYXLBXPKLZCDT7HHD6CA,999.0,0.75,750.0,249.0
B06XGWRKYT,AHILWO2P2PT6EKK2HS4EALRJIQ7Q,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AGBF4IFXPQPS3KTL2RET4NAYKSZA,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AF3WE2A3BJW3ZK2XTUU7GTQ5P2IA,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AGWS7K3SXNU4RJUBPYYEVO76HULQ,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AGDSPVKPPJG2FSNEYACD45GIJ7WQ,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AFSG7IWPY64B6DNMUDVXYCEK4G4A,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AGABMXBJYA3LSM5LIRNXL3HMHTLA,15999.0,0.5,8000.0,7999.0
B06XGWRKYT,AHBNWKWV73LMUFENL6T43ZEP2ASQ,15999.0,0.5,8000.0,7999.0
B07CWDX49D,AGPOYBESW4JLTMELJLGMLV4JKJEA,1600.0,0.59,951.0,649.0
B07CWDX49D,AGJ2XZ2PPFHMYQ54KPSUGDLHTOIA,1600.0,0.59,951.0,649.0
B07CWDX49D,AEPLOFVKFHPQH4DFHKQXGKWL24NQ,1600.0,0.59,951.0,649.0
B07CWDX49D,AEXK3LPRGQWVMCIQZGHHJUBHHAZA,1600.0,0.59,951.0,649.0
B07CWDX49D,AG3J2PDHKL63SV6RT5SZKPHEJM7A,1600.0,0.59,951.0,649.0
B07CWDX49D,AHNO42W4KBB6YAKX3VZKVCLI67DQ,1600.0,0.59,951.0,649.0
B07CWDX49D,AEGCEHUVRPOYDRJHI4UJVB2XY6FA,1600.0,0.59,951.0,649.0
B07CWDX49D,AEQ5ZXLEZFYS2Q7GBBW6IDJTH5GQ,1600.0,0.59,951.0,649.0
B09TY4MSH3,AHH74UTDYQPVBMM4HEEMRAU2DNMQ,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AEZYVA7F52G2DCIUPCDUKGNHJ6LA,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AEZTZPXHRSWDF5D35QHDQE7QJJCA,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AHR6VGN4EOF4UK4ZISINZJ4EFUTA,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AEPLVJ2BAVC57LGFBTZCH2YBNJMQ,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AE7BIR5NP6B6UA6DSJE23BBYJGHQ,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AHEJQ5MN7YJB4A3XTDSTTZID3WKQ,2499.0,0.48,1210.0,1289.0
B09TY4MSH3,AEHR3J2Y6MUL5B3J5KJNJAH24JDQ,2499.0,0.48,1210.0,1289.0
B07RY2X9MP,AFKKM4SXCCLJDRUQUZ6J4W7HLDYQ,1500.0,0.59,891.0,609.0
B07RY2X9MP,AHHPWPWUPOBG2CH3CD4GHCKZP3VA,1500.0,0.59,891.0,609.0
B07RY2X9MP,AGS3GOEZIOT6QABCS7GSKSRF6ZOA,1500.0,0.59,891.0,609.0
B07RY2X9MP,AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,1500.0,0.59,891.0,609.0
B07RY2X9MP,AFMTLEM5MPBZOB3YBELL32ZO7W6Q,1500.0,0.59,891.0,609.0
B07RY2X9MP,AFNCKSDO4JTIY2GAW4HZDSB5AXYQ,1500.0,0.59,891.0,609.0
B07RY2X9MP,AHB4PR4VAIZKTQDBHC5P3IQ2B72A,1500.0,0.59,891.0,609.0
B07RY2X9MP,AFTGBV2EOMQJUYBEV47YD4UEI24Q,1500.0,0.59,891.0,609.0
B0B2C5MJN6,AFXA73X6367FW6C7AQNXOTR7BZ3A,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AF5B3NOBEX5PXWD4SBDB5KE7JP5A,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AET2WYQTCLGU3TB7VHZHJYJ4HMWQ,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AF2LCFC5G6OATXBE73BMIXC5PNHA,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AFJZOVZXLGXGULVMNOYLFI5TO4GQ,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AEYQETW4Z4P4AT5KURWYCVXIV6QA,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AH7AIXAIDIIIIZOPOOS4T3B7UI4A,54990.0,0.4,22000.0,32990.0
B0B2C5MJN6,AF537NCMNYM56KBWSILNOUOEI5CA,54990.0,0.4,22000.0,32990.0
B0BBMGLQDW,AH34W5DLRK5DLTLP73YKFLTTKWAQ,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AE7KUNNQKS6JSHH7QVFPPRKCS4BQ,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AEEWMW6LV5AVBCW6OTUO2TRYKY2A,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AFYNKZR2T74OJU2LN2FKK7FM5BLQ,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AEE3BW7DUIDZY367EH44OKNKDJDA,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AEVZZKWDBY3YYS4AKWTRMY7ILF3Q,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AFSFGSG745WPTJKCZ2FOAR2DMFCA,1999.0,0.7,1400.0,599.0
B0BBMGLQDW,AHFYGVFMNT5FXKSBIHW7ANUJD22Q,1999.0,0.7,1400.0,599.0
B01LONQBDG,AH42ECAG6LPCU22T5BYN5OXQO74A,899.0,0.61,550.0,349.0
B01LONQBDG,AEW6XI52IO3H37U4WJ7TT4MQUIQQ,899.0,0.61,550.0,349.0
B01LONQBDG,AGGWS4PPWKSNOVP2LLYNQK2Q7NIA,899.0,0.61,550.0,349.0
B01LONQBDG,AG4GACSXM3RJ2UR3NTYNNR4YSHYA,899.0,0.61,550.0,349.0
B01LONQBDG,AF7MSVVI52V27OGZ3FTE62QFWNBQ,899.0,0.61,550.0,349.0
B01LONQBDG,AHQTTEDMJWGPWIEVA6T6SN2VOJ2Q,899.0,0.61,550.0,349.0
B01LONQBDG,AHI3ZFOPJRASPDNKTIADQFUDLCJA,899.0,0.61,550.0,349.0
B01LONQBDG,AHLHAY6IT22ZQX7BOBY6TV2PHC5A,899.0,0.61,550.0,349.0
B08XXF5V6G,AESPOE5Z2FMNU577LDO7HKJCEDOA,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AGMOIJFKHOE7RTSMQPHKM5AO7EPQ,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AG5LV4HJ776YMIPUAONDNCHP4VKQ,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AFV5EVUA4PJBMGHSXA52AUFPNYFQ,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AFHFWBZJFIRZ46VUYROTK4I27C3A,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AGFJLPZONY6JLPA2KQ4VNSB23XAA,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AHEUTDIM7FTWKGYKMVGV5M5DK66A,50999.0,0.41,21000.0,29999.0
B08XXF5V6G,AFRR3XZWCZR62FMNGFE563EFHFUA,50999.0,0.41,21000.0,29999.0
B09HK9JH4F,AHGRRV5SETS34URXKM5JR365ZGKA,399.0,0.5,200.0,199.0
B09HK9JH4F,AFLOF6ZEMEH5APN3LTRVYG5SMEXQ,399.0,0.5,200.0,199.0
B09HK9JH4F,AH32WM3IUL4YMUFBKPY5O5QJZZHQ,399.0,0.5,200.0,199.0
B09HK9JH4F,AF2HQ5JLJRRWV5B6ESXAA4NBMTRQ,399.0,0.5,200.0,199.0
B09HK9JH4F,AHIW4JOFXH53CL6UI7TWL62YE43A,399.0,0.5,200.0,199.0
B09HK9JH4F,AGJFQ2QSW3V2Y6TMPLTGTACLIH7A,399.0,0.5,200.0,199.0
B09HK9JH4F,AFXDPNEUR4775WNNLD5LU3EOHWQQ,399.0,0.5,200.0,199.0
B09HK9JH4F,AGOC7CABWR57JA3HH427FHBRJIJQ,399.0,0.5,200.0,199.0
B09MMD1FDN,AGTN6JPEMBFO4TWE6KBORDHUBFLQ,699.0,0.5,350.0,349.0
B09MMD1FDN,AFGCP3XJSMEMPBXYIAUFFT67QV5A,699.0,0.5,350.0,349.0
B09MMD1FDN,AGEBCI52WW5TLSTSVXEQKIUJXNNQ,699.0,0.5,350.0,349.0
B09MMD1FDN,AEURGK5J5MME7FDPQAWLXQ3NI7KQ,699.0,0.5,350.0,349.0
B09MMD1FDN,AETRLUIP2W6M5SWB7NYC3MEVREZA,699.0,0.5,350.0,349.0
B09MMD1FDN,AENQ5OYP5QJ52IWF3GFV6YCUUERQ,699.0,0.5,350.0,349.0
B09MMD1FDN,AHKUL2YWYC6CI5RC4Y4XYWDU4LKA,699.0,0.5,350.0,349.0
B09MMD1FDN,AGOCOZTNAN37QJEUVITGZMDAJV6Q,699.0,0.5,350.0,349.0
B09HN7LD5L,AFSQ45FBSMOSSRWIPLZFD7UKF6SQ,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AEXEH7MY5BLDF6JHEMFGCJFI7GAQ,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AG2AMJAUILIEJBYCIPJKKPED66RA,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AGGJ3PSUJFRST35YO4YJEXGNAYUA,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AG54CPQ6JMC6VNF5AIYM2PF6TOKQ,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AHLZ4BAUP3UWCSJILDJRFZTUIHNA,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AE6WKGXVWOEVM65BYKLOK56G2UVQ,4500.0,0.59,2650.0,1850.0
B09HN7LD5L,AHRSILXKLF25Q42JTRAEXSLQFKQQ,4500.0,0.59,2650.0,1850.0
B0BNDD9TN6,AGJUSTWREQRCTY3KJHDL6I2MZDTA,28900.0,0.52,14910.0,13990.0
B0BNDD9TN6,AEHIS3XIFCPQPLDPWVW2LYQDI5FA,28900.0,0.52,14910.0,13990.0
B0BNDD9TN6,AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,28900.0,0.52,14910.0,13990.0
B0BNDD9TN6,AHPJLEHK52YTIPKAN63FJGMGACEA,28900.0,0.52,14910.0,13990.0
B0941392C8,AFYOI4QB47I7I4QHNU3PF6ZZCAEA,449.0,0.71,320.0,129.0
B0941392C8,AECSYXIFB6BFWLLNK6ZEL322DPJQ,449.0,0.71,320.0,129.0
B0941392C8,AHKFVSIKREMFQWP77YNTYVY6ISVQ,449.0,0.71,320.0,129.0
B0941392C8,AFVFESCSU53NQCSYPCN3XRE66MIQ,449.0,0.71,320.0,129.0
B0941392C8,AGIILTCR7DSBPR6GQC54KSRZ6P7A,449.0,0.71,320.0,129.0
B0941392C8,AGNPYOMLPA6EEFLNFQ6ZZCP3RGXA,449.0,0.71,320.0,129.0
B0941392C8,AFEYG7JVPH4TT6RU4PT7JJBT5HUA,449.0,0.71,320.0,129.0
B0941392C8,AFXP7JLR5C35B6IL2IVYWYDMNZVQ,449.0,0.71,320.0,129.0
B01M5967SY,AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,999.0,0.62,620.0,379.0
B01M5967SY,AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,999.0,0.62,620.0,379.0
B01M5967SY,AG6CREU25N6P2H7RCHNIU6GGJ5BA,999.0,0.62,620.0,379.0
B01M5967SY,AHFITGJEF76CXALJZLYP6OIC4EOA,999.0,0.62,620.0,379.0
B01M5967SY,AG54MN24SX3EMMON4AMBUNL74K3Q,999.0,0.62,620.0,379.0
B01M5967SY,AF3GETWWBGMLASY2KKNNBS2VO6DQ,999.0,0.62,620.0,379.0
B01M5967SY,AHEIPXMFMVWHNPLGUXUIV5XNP2SA,999.0,0.62,620.0,379.0
B01M5967SY,AFWQRBBVJWYTYUFQHUJE63S6VXJQ,999.0,0.62,620.0,379.0
B016MDK4F4,AG6BJSKUOVW6DOSEHJ6OLIDCO5MA,499.0,0.63,314.0,185.0
B016MDK4F4,AHW46EWYPFF2DEN5KWQJXNSBGF2A,499.0,0.63,314.0,185.0
B016MDK4F4,AF6NCPZJVBXRJBUQIDXQTKRIYDOA,499.0,0.63,314.0,185.0
B016MDK4F4,AFN75IAOL4G6LP2VICS6ZGRV34SA,499.0,0.63,314.0,185.0
B016MDK4F4,AGTAB4DQVASRJVC7NHMWVEIT3SMA,499.0,0.63,314.0,185.0
B016MDK4F4,AEBEAFP5OFFPDEF73JDC2QJUU6YQ,499.0,0.63,314.0,185.0
B016MDK4F4,AECKQLXBHYEZN76LUT45XCGPGUHQ,499.0,0.63,314.0,185.0
B08G43CCLC,AFWESPH2F54JGI3PJYU2NINBVCAQ,999.0,0.78,781.0,218.0
B08G43CCLC,AEL2MRRMDYHQPWWAOIPUDDKZPI5A,999.0,0.78,781.0,218.0
B08G43CCLC,AGOQL3YF6UXVBS7ED52R33WT2V4A,999.0,0.78,781.0,218.0
B08G43CCLC,AHIO55R3HT4HKDOPYPNIDKDONGHQ,999.0,0.78,781.0,218.0
B08G43CCLC,AEJGQGJN3LJ3HSID37QXUVSEJ2JQ,999.0,0.78,781.0,218.0
B08G43CCLC,AEB67NVL2DZCG3IKQOWI3752NDVA,999.0,0.78,781.0,218.0
B08G43CCLC,AGCFDQLGMBIDSFCUH4A32DFOAXMA,999.0,0.78,781.0,218.0
B08G43CCLC,AFWR2F4YGS3OG3JB6U64BDM3ELAQ,999.0,0.78,781.0,218.0
B0B61GCHC1,AHCVVEWW2RUKPIMC63N6LXF2DQJQ,999.0,0.8,800.0,199.0
B0B61GCHC1,AFATPF5UULFKGVJINQIBWJEXL3ZQ,999.0,0.8,800.0,199.0
B0B61GCHC1,AECJOC7KZPYXOULLW43TTOMQJCPA,999.0,0.8,800.0,199.0
B0B61GCHC1,AGHWV3HO2KMHJ57FQWMB44DPA3CQ,999.0,0.8,800.0,199.0
B0B61GCHC1,AESMUJJJV2I6NQ4OMHYNLTW7H3PA,999.0,0.8,800.0,199.0
B0B61GCHC1,AFKUMZJL5723MB5JTWMAOVXHVXFA,999.0,0.8,800.0,199.0
B0B61GCHC1,AHHGYTDS6KX64NEIGKWHCG7ZNDCQ,999.0,0.8,800.0,199.0
B0B61GCHC1,AFH4LWW2SJ3GJZ36UGIO5CSYNQUQ,999.0,0.8,800.0,199.0
B07RX14W1Q,AGT2U62GEVEA2CAXYALEPKOKBLAQ,900.0,0.45,401.0,499.0
B07RX14W1Q,AHQ5G6EGXY74B4KQMOZP3VR27OEQ,900.0,0.45,401.0,499.0
B07RX14W1Q,AGBM6XWLSNKT4IOFPFVWRDJLA5SA,900.0,0.45,401.0,499.0
B07RX14W1Q,AENSBNWSX3CB2UXZ3NFNR3PADA3Q,900.0,0.45,401.0,499.0
B07RX14W1Q,AFCHMGFUXDLPXOASREGJC7GTZZHQ,900.0,0.45,401.0,499.0
B07RX14W1Q,AGIKKX3BWXFOK7ELFIHSH2UH6NYQ,900.0,0.45,401.0,499.0
B07RX14W1Q,AGPIXFD7PBE4NDKHEUNQ4FBFT4LQ,900.0,0.45,401.0,499.0
B07RX14W1Q,AFVSDNS5AEWGUFPXMZO5ZUOYOVFQ,900.0,0.45,401.0,499.0
B09PLD9TCD,AH7535IQDY5KVV2I6ASNOZJC4KAA,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AHP5TFGAPXAL6K7M7LXIZUC2QMAQ,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AGE4EHGVL2UE25LAURR7KYET2ZEQ,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AHDAZJHREN222RBVCN5TTXZFFUKQ,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AFHMLCTD3ZAK65UCZUDGPLMVRE5Q,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AEHBFH46VYKCD4FWZ3AQ5GFSSILQ,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AF7NGHQSFHIKMD3KTJGPRZ2SC3GA,42999.0,0.37,16000.0,26999.0
B09PLD9TCD,AHX44XKUX5DHSXDUZBLZCC5SDUOQ,42999.0,0.37,16000.0,26999.0
B0B8ZKWGKD,AFRFZ7MZMMLKCQJ726M5IWMCUUKA,1052.0,0.15,159.0,893.0
B0B8ZKWGKD,AHAOEIGBCS2SYKYY2ICAPLIYOGPQ,1052.0,0.15,159.0,893.0
B0B8ZKWGKD,AE5IZ2UOEQTGU5LA3MHBKWIGQ2GQ,1052.0,0.15,159.0,893.0
B0B8ZKWGKD,AHJOQPAW3DZ6NX2UWUY2X7BXV3KQ,1052.0,0.15,159.0,893.0
B0B8ZKWGKD,AFB6MZQQWWOGIDPMRFWMIS6KH2KA,1052.0,0.15,159.0,893.0
